C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\center_2019_03_10_15_22_06_840.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\left_2019_03_10_15_22_06_840.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\right_2019_03_10_15_22_06_840.jpg, 0, 0, 0, 2.376783E-05
C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\center_2019_03_10_15_22_06_940.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\left_2019_03_10_15_22_06_940.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\right_2019_03_10_15_22_06_940.jpg, 0, 0, 0, 2.318826E-05
C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\center_2019_03_10_15_22_07_041.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\left_2019_03_10_15_22_07_041.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\right_2019_03_10_15_22_07_041.jpg, 0, 0, 0, 2.404311E-05
C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\center_2019_03_10_15_22_07_144.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\left_2019_03_10_15_22_07_144.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\right_2019_03_10_15_22_07_144.jpg, 0, 0.04368309, 0, 0.01287398
C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\center_2019_03_10_15_22_07_247.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\left_2019_03_10_15_22_07_247.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\right_2019_03_10_15_22_07_247.jpg, 0, 0.3421665, 0, 0.2792238
C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\center_2019_03_10_15_22_07_349.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\left_2019_03_10_15_22_07_349.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\right_2019_03_10_15_22_07_349.jpg, 0, 0.6448784, 0, 0.8488858
C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\center_2019_03_10_15_22_07_449.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\left_2019_03_10_15_22_07_449.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\right_2019_03_10_15_22_07_449.jpg, 0, 0.9397267, 0, 1.848435
C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\center_2019_03_10_15_22_07_552.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\left_2019_03_10_15_22_07_552.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\right_2019_03_10_15_22_07_552.jpg, 0, 1, 0, 3.032911
C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\center_2019_03_10_15_22_07_655.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\left_2019_03_10_15_22_07_655.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\right_2019_03_10_15_22_07_655.jpg, 0, 1, 0, 4.436876
C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\center_2019_03_10_15_22_07_756.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\left_2019_03_10_15_22_07_756.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\right_2019_03_10_15_22_07_756.jpg, 0, 1, 0, 5.596647
C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\center_2019_03_10_15_22_07_856.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\left_2019_03_10_15_22_07_856.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\right_2019_03_10_15_22_07_856.jpg, 0, 1, 0, 6.745312
C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\center_2019_03_10_15_22_07_959.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\left_2019_03_10_15_22_07_959.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\right_2019_03_10_15_22_07_959.jpg, 0, 1, 0, 7.882813
C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\center_2019_03_10_15_22_08_062.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\left_2019_03_10_15_22_08_062.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\right_2019_03_10_15_22_08_062.jpg, 0, 1, 0, 9.009268
C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\center_2019_03_10_15_22_08_164.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\left_2019_03_10_15_22_08_164.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\right_2019_03_10_15_22_08_164.jpg, 0, 1, 0, 10.12471
C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\center_2019_03_10_15_22_08_265.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\left_2019_03_10_15_22_08_265.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\right_2019_03_10_15_22_08_265.jpg, 0, 1, 0, 11.22916
C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\center_2019_03_10_15_22_08_368.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\left_2019_03_10_15_22_08_368.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\right_2019_03_10_15_22_08_368.jpg, 0, 1, 0, 12.36231
C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\center_2019_03_10_15_22_08_468.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\left_2019_03_10_15_22_08_468.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\right_2019_03_10_15_22_08_468.jpg, 0, 1, 0, 13.34725
C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\center_2019_03_10_15_22_08_571.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\left_2019_03_10_15_22_08_571.jpg, C:\Users\Aman Sharma\Desktop\MINORII\RETRY\IMG\right_2019_03_10_15_22_08_571.jpg, 0, 1, 0, 14.55764
